Open time,Open,High,Low,Close,Volume,Quote volume,Trade count,Taker base volume,Taker quote volume
2020-01-21 00:00:00+00:00,166.86,170.32,164.8,169.49,308007.6353,51615232.5669897,125609,154669.56313,25916761.6211741
2020-01-22 00:00:00+00:00,169.48,171.47,166.03,168.07,272240.90286,45903134.1629132,111017,131183.80623,22137225.7737462
2020-01-23 00:00:00+00:00,168.07,168.2,159.21,162.81,373414.34985,60971659.7745824,150875,179121.31926,29244864.7637871
2020-01-24 00:00:00+00:00,162.85,164.45,155.55,162.54,430013.19902,68980724.0604947,145668,201937.83641,32428806.0050069
2020-01-25 00:00:00+00:00,162.51,162.79,157.61,160.35,219921.65197,35196608.3063368,95448,114622.44585,18335347.1616516
2020-01-26 00:00:00+00:00,160.36,168.08,159.41,167.86,251582.55758,41239031.3379062,116628,135644.6268,22253874.8712268
2020-01-27 00:00:00+00:00,167.91,172.56,165.22,170.08,365894.81917,61846624.6145389,157072,183012.1978,30945679.5186838
2020-01-28 00:00:00+00:00,170.04,176.2,170.03,175.64,473433.89609,81649497.4929489,178990,249252.61532,42996095.5594356
2020-01-29 00:00:00+00:00,175.58,178.45,173.33,173.72,317382.90161,55988230.2743514,145062,151440.50706,26718161.1062369
2020-01-30 00:00:00+00:00,173.68,187.0,170.93,184.69,477721.6609,85164074.082316,189458,241401.15381,43057387.7511888
2020-01-31 00:00:00+00:00,184.71,185.82,175.22,179.99,385596.53365,69633052.2826392,157597,182789.87905,33021337.9561111
2020-02-01 00:00:00+00:00,179.94,184.28,179.23,183.6,259370.12902,47263178.0667823,124149,125544.78709,22884938.0460562
2020-02-02 00:00:00+00:00,183.63,193.43,179.1,188.44,552621.13619,104105613.5587851,222425,280248.03436,52807627.8038155
2020-02-03 00:00:00+00:00,188.48,195.19,186.62,189.69,417175.95781,79336312.5246923,181726,213868.71408,40681548.2464329
2020-02-04 00:00:00+00:00,189.74,191.6,184.69,188.91,366389.69686,68720832.6152937,173353,174776.24193,32795529.6534851
2020-02-05 00:00:00+00:00,188.91,207.61,188.19,203.78,550942.11417,108659358.5359186,241415,291264.24776,57410798.3246293
2020-02-06 00:00:00+00:00,203.78,216.33,201.02,213.19,608240.2233,127874220.8146868,276196,302771.02677,63669109.1242611
2020-02-07 00:00:00+00:00,213.16,225.0,213.14,223.33,629361.15466,138524804.2175759,268274,313125.9063,68898379.2782687
2020-02-08 00:00:00+00:00,223.36,227.75,213.22,223.05,548551.87465,122069507.6551116,257281,277426.26209,61749990.2200408
2020-02-09 00:00:00+00:00,223.01,230.65,222.86,228.49,350336.24399,79674647.0001999,183735,172523.02255,39249445.3995473
2020-02-10 00:00:00+00:00,228.53,229.4,216.37,222.89,510415.49949,113385288.9503017,232617,255575.45007,56800747.205157
2020-02-11 00:00:00+00:00,222.89,239.15,218.17,236.69,595576.90276,135863928.6243058,250241,309901.3087,70710866.2284784
2020-02-12 00:00:00+00:00,236.69,275.34,236.69,265.74,1038073.74782,266734296.5502973,415316,521382.12082,133916108.0162091
2020-02-13 00:00:00+00:00,265.74,277.69,256.08,268.32,1089679.1537,291533156.0916954,422008,539389.59743,144330540.7388708
2020-02-14 00:00:00+00:00,268.34,287.15,260.28,285.15,734944.32266,201120424.5832201,309022,380703.78554,104184138.4392392
2020-02-15 00:00:00+00:00,285.11,288.41,261.86,264.88,860813.14274,236287101.0986771,348934,419793.2113,115254803.5105833
2020-02-16 00:00:00+00:00,264.91,274.0,237.41,258.85,1110118.46395,286269166.2814369,416082,526993.06165,135974874.7741805
2020-02-17 00:00:00+00:00,258.89,268.77,242.0,267.85,1110371.39094,280371301.7549917,417529,542125.21208,136867563.5306377
2020-02-18 00:00:00+00:00,267.9,285.88,258.0,282.61,1115523.43992,304162263.306139,431799,550241.0207,150109585.6524815
2020-02-19 00:00:00+00:00,282.64,285.0,251.56,258.45,705973.72988,191887955.7583483,298048,343303.10692,93329064.5080645
2020-02-20 00:00:00+00:00,258.44,264.33,245.34,256.96,972969.71691,249383114.0110113,373551,494884.31858,126895480.4339393
2020-02-21 00:00:00+00:00,256.97,268.24,253.61,265.27,525827.8734,137848242.4279305,214306,269791.13743,70748990.1970725
2020-02-22 00:00:00+00:00,265.32,266.81,256.0,261.57,313062.52133,81781388.3193534,136810,156822.35067,40974857.939117
2020-02-23 00:00:00+00:00,261.55,275.68,261.02,274.48,444740.82883,120024058.9719663,178464,225478.68725,60845374.1984494
2020-02-24 00:00:00+00:00,274.5,277.2,257.09,265.52,696591.72983,185949182.7085807,263161,330793.92829,88287487.1865277
2020-02-25 00:00:00+00:00,265.47,266.22,244.44,246.67,774791.01027,197442911.5447317,277457,381947.38852,97346482.2259515
2020-02-26 00:00:00+00:00,246.67,250.32,215.66,223.93,1395879.41507,324229460.6211602,454355,656347.55839,152612432.4447537
2020-02-27 00:00:00+00:00,223.98,238.3,210.0,227.79,1273793.11658,287322727.2967257,415969,627806.95842,141632481.6721453
2020-02-28 00:00:00+00:00,227.73,234.67,214.01,226.76,1054994.92397,236064804.3345943,347125,510185.33752,114271376.0122023
2020-02-29 00:00:00+00:00,226.76,233.0,217.0,217.21,546866.6851,123635801.0178253,211771,276266.12871,62479741.1767397
2020-03-01 00:00:00+00:00,217.29,227.89,212.36,217.81,715016.01941,157064953.8422779,265577,360047.11333,79085739.011833
2020-03-02 00:00:00+00:00,217.81,234.4,216.07,231.97,810051.4833,182948651.6764531,258680,402597.52232,90992396.7154761
2020-03-03 00:00:00+00:00,232.1,232.46,219.57,223.91,741498.54825,168090325.5387924,253103,370933.36958,84105282.695831
2020-03-04 00:00:00+00:00,223.84,228.85,220.23,224.26,443780.33772,99650220.5416208,167247,218963.33645,49186332.7666142
2020-03-05 00:00:00+00:00,224.26,234.09,224.23,228.38,601479.87587,138081898.2866681,227242,297495.35318,68301116.7946777
2020-03-06 00:00:00+00:00,228.38,245.16,227.33,244.88,628147.3257,148563741.8329924,234091,328731.56561,77799831.5992697
2020-03-07 00:00:00+00:00,244.93,251.93,236.0,237.23,633748.89662,154037325.6113068,238113,311459.94084,75736818.0964384
2020-03-08 00:00:00+00:00,237.23,237.23,195.5,199.43,1278973.53741,277970187.8682601,412787,591086.61596,128602756.906049
2020-03-09 00:00:00+00:00,199.43,208.62,190.0,202.81,1661331.83553,332570408.5351529,473504,822023.18618,164639631.8231535
2020-03-10 00:00:00+00:00,202.79,206.2,195.54,200.7,1020260.107,205536190.1939392,332398,501745.90774,101099251.5302481
2020-03-11 00:00:00+00:00,200.74,203.18,181.73,194.61,1079824.90167,208232375.1862015,344156,539239.29222,104024026.9190934
2020-03-12 00:00:00+00:00,194.61,195.55,101.2,107.82,3814533.14046,548668262.2347234,937284,1810764.23167,260692153.1748245
2020-03-13 00:00:00+00:00,107.67,139.68,86.0,134.06,4663239.92861,560710331.8421754,1199923,2314458.37004,278488985.9552665
2020-03-14 00:00:00+00:00,134.06,134.68,120.0,122.54,1237674.88642,159192895.5526197,398146,628481.86635,80877487.9892839
2020-03-15 00:00:00+00:00,122.54,133.5,120.16,123.78,1312950.90137,163436235.2690902,346579,669525.6824,83359166.3501624
2020-03-16 00:00:00+00:00,123.82,124.33,101.1,111.02,2442064.14448,270353891.8050036,663277,1191735.45431,131882551.2945389
2020-03-17 00:00:00+00:00,111.02,120.8,109.38,115.67,1295108.4848,150800664.0719546,378258,654284.35784,76179202.0430324
2020-03-18 00:00:00+00:00,115.67,118.5,109.86,118.11,1201850.31275,137550912.0855171,346312,604214.46019,69185743.9949341
2020-03-19 00:00:00+00:00,118.11,143.13,115.46,136.3,1801071.18816,231626928.1607049,489147,904222.90527,116437845.4056918
2020-03-20 00:00:00+00:00,136.3,152.55,116.74,133.48,2504057.63799,345856006.7477989,707216,1240999.35166,171579646.8030803
2020-03-21 00:00:00+00:00,133.49,137.49,125.69,132.66,1231842.11121,162468451.7723149,401288,607735.22807,80144362.7930336
2020-03-22 00:00:00+00:00,132.63,137.13,121.1,122.32,1055699.86532,135927941.0795197,337273,533153.20327,68650481.2168269
2020-03-23 00:00:00+00:00,122.31,137.5,119.5,135.92,1436796.12449,184851609.124269,416820,738648.10253,95088118.6689401
2020-03-24 00:00:00+00:00,135.89,143.36,132.2,138.42,1244377.16334,171156363.6923024,381573,627879.32436,86383070.3065397
2020-03-25 00:00:00+00:00,138.42,142.33,132.54,136.1,1034248.74369,141795323.026871,317580,512056.56415,70208229.9951395
2020-03-26 00:00:00+00:00,136.11,139.74,133.26,138.4,751060.63102,101918769.6722933,248508,380709.15691,51679665.3386359
2020-03-27 00:00:00+00:00,138.4,141.27,129.68,131.33,706948.54559,96581886.8789469,224835,340830.61973,46615645.7617494
2020-03-28 00:00:00+00:00,131.33,132.97,124.88,130.98,896032.10594,115166651.9700742,274768,441256.50002,56744425.2657082
2020-03-29 00:00:00+00:00,130.94,131.84,123.81,124.5,543997.0,69434202.2054717,182914,248597.98141,31762471.0234585
2020-03-30 00:00:00+00:00,124.47,135.42,124.06,132.06,764831.92747,100271145.862563,241576,392536.46962,51471681.579622
2020-03-31 00:00:00+00:00,132.09,135.0,130.38,132.72,547669.27789,72618183.4805954,172692,270347.28434,35849972.6283373
2020-04-01 00:00:00+00:00,132.72,136.99,128.62,135.69,680922.24747,90063924.2303974,199637,324454.19164,42946394.4765228
2020-04-02 00:00:00+00:00,135.65,149.76,135.01,141.28,1138977.66114,159989506.6049454,314519,578693.19522,81265956.9131449
2020-04-03 00:00:00+00:00,141.27,146.72,137.26,141.31,797546.11446,113731706.7149998,239800,377394.13095,53851773.6305967
2020-04-04 00:00:00+00:00,141.3,146.28,138.88,144.1,573508.14086,81640622.8284323,178768,292547.08055,41667692.3458425
2020-04-05 00:00:00+00:00,144.1,145.58,140.68,142.68,414987.45246,59383946.1274414,134223,205853.93595,29454884.7375267
2020-04-06 00:00:00+00:00,142.69,172.0,142.6,171.32,1636338.7311,257097597.7838753,432858,839620.34479,131930482.8464646
2020-04-07 00:00:00+00:00,171.32,176.22,162.22,164.63,1717962.82538,292710722.5822484,446557,854069.17522,145531653.9276316
2020-04-08 00:00:00+00:00,164.62,174.48,163.59,173.11,1023575.92076,173916484.7861551,287799,511443.62149,86963287.6014152
2020-04-09 00:00:00+00:00,173.15,173.38,165.19,169.52,719837.24423,122531131.9559583,212541,356967.49573,60787119.8413885
2020-04-10 00:00:00+00:00,169.56,170.1,152.11,157.81,1314841.362,209535613.3236714,323430,623128.08335,99285405.3093855
2020-04-11 00:00:00+00:00,157.81,161.37,153.91,158.33,621599.61289,98275533.0626367,168046,313112.58332,49512383.0858167
2020-04-12 00:00:00+00:00,158.33,164.78,155.0,158.59,809100.24594,129919934.4437653,223429,396232.44593,63624893.2305037
2020-04-13 00:00:00+00:00,158.56,158.97,150.0,156.29,1042091.03622,160423270.303715,255965,519763.88357,80051376.5287504
2020-04-14 00:00:00+00:00,156.28,161.85,155.23,158.45,698030.65089,110710086.104009,178490,343955.51426,54564372.1091863
2020-04-15 00:00:00+00:00,158.46,161.29,152.0,152.73,729119.66505,114640840.1155165,186226,347034.48291,54594699.0357664
2020-04-16 00:00:00+00:00,152.74,174.79,148.33,172.29,1647207.59991,273639160.0693875,389854,830355.78324,137897793.1505674
2020-04-17 00:00:00+00:00,172.31,174.96,168.31,170.69,723537.75591,123553456.3196786,191289,352005.3418,60121889.8646738
2020-04-18 00:00:00+00:00,170.61,189.54,170.48,187.4,1127296.36979,203132211.9564091,286172,569708.87703,102696714.5712861
2020-04-19 00:00:00+00:00,187.4,188.35,175.75,180.03,995759.5775,181415813.5026948,270668,478833.69271,87227250.300266
2020-04-20 00:00:00+00:00,180.02,186.46,166.7,170.2,1547821.52737,273854539.803801,365589,745586.67414,131918687.6607671
2020-04-21 00:00:00+00:00,170.21,174.7,168.0,170.74,906381.65398,155292048.4357902,228262,454400.78888,77856857.4869472
2020-04-22 00:00:00+00:00,170.73,184.0,169.78,182.7,988698.39076,176079076.9274995,246896,488185.26353,86960811.9395836
2020-04-23 00:00:00+00:00,182.7,193.63,178.16,185.51,1457867.08713,270862911.3685654,363772,719694.31692,133791885.0173133
2020-04-24 00:00:00+00:00,185.57,189.8,184.72,187.59,780904.21257,146419748.0816482,222074,368634.10604,69133236.2400601
2020-04-25 00:00:00+00:00,187.6,198.36,185.76,194.21,866478.04928,167703202.4250513,244755,438541.85997,84884022.5315465
2020-04-26 00:00:00+00:00,194.21,200.0,192.3,197.38,758525.81533,148433709.7771867,228826,383155.46184,74997367.3223656
2020-04-27 00:00:00+00:00,197.39,199.05,189.29,196.34,896627.37271,174775637.9272757,238341,426083.00347,83095117.5555034
2020-04-28 00:00:00+00:00,196.33,198.5,192.36,196.24,636829.89397,124476041.8893834,183819,324710.24289,63499045.6503374
2020-04-29 00:00:00+00:00,196.24,218.77,196.22,215.36,1620422.72431,338324593.6372917,445147,817195.35504,170664754.3089585
2020-04-30 00:00:00+00:00,215.4,227.3,202.0,206.08,1749691.00151,374893029.7743084,557268,840566.78901,180276410.9970631
2020-05-01 00:00:00+00:00,206.07,217.14,205.91,212.02,794913.95828,168339123.3579139,291365,389989.76909,82585993.1604421
2020-05-02 00:00:00+00:00,212.01,215.37,210.36,213.9,443494.67248,94389501.5178164,185802,225155.58197,47928012.2313554
2020-05-03 00:00:00+00:00,213.89,219.3,203.92,209.86,748383.91311,158874887.0783411,268841,354161.96792,75207830.8953474
2020-05-04 00:00:00+00:00,209.86,210.65,194.88,206.48,1114249.32658,225451167.6553683,349701,553422.13712,111948053.085331
2020-05-05 00:00:00+00:00,206.47,211.68,201.0,205.29,640644.66268,131906204.907813,246124,310794.78031,64025329.1862899
2020-05-06 00:00:00+00:00,205.3,210.77,197.71,198.97,862700.67849,178157452.6008412,271299,411115.12204,84998478.6079314
2020-05-07 00:00:00+00:00,198.92,215.1,196.43,212.0,1305778.73764,271197927.6650278,380313,660789.67892,137272634.808332
2020-05-08 00:00:00+00:00,212.01,216.61,206.9,211.31,917908.1944,194579529.4277633,262122,445600.39696,94465691.1347714
2020-05-09 00:00:00+00:00,211.32,214.6,208.4,210.07,587871.98073,124626471.4270353,194059,292187.26718,61966403.9449297
2020-05-10 00:00:00+00:00,210.09,210.18,179.59,187.54,1473226.05475,278394290.7597346,426358,694788.42914,131143494.267493
2020-05-11 00:00:00+00:00,187.62,193.5,176.0,185.73,1093299.81927,203391530.2061739,303669,529158.74668,98465728.2250751
2020-05-12 00:00:00+00:00,185.8,192.24,185.48,189.76,669755.79567,126810812.1681708,193978,336075.30552,63647040.8141389
2020-05-13 00:00:00+00:00,189.77,201.0,188.35,199.58,806143.00704,156637596.3649246,212710,410843.35618,79791107.7243488
2020-05-14 00:00:00+00:00,199.61,206.02,195.67,203.29,1114700.24937,224233786.1267099,285245,557166.15035,112099049.7373844
2020-05-15 00:00:00+00:00,203.29,204.08,191.66,194.86,904749.6357,179634085.6227692,230721,437768.7727,86944450.7600671
2020-05-16 00:00:00+00:00,194.87,203.5,193.21,200.45,669900.03754,134060788.4941839,174447,343539.34568,68751336.8418642
2020-05-17 00:00:00+00:00,200.44,209.85,199.68,207.0,708711.89315,145341278.6813549,180088,369150.31059,75677871.4704141
2020-05-18 00:00:00+00:00,207.02,217.07,207.0,214.91,1064139.2485,226789027.1500804,249528,538438.67639,114784967.151475
2020-05-19 00:00:00+00:00,214.92,215.95,209.45,214.58,643702.98849,136846948.5568056,186027,319009.5963,67835348.1625867
2020-05-20 00:00:00+00:00,214.6,215.75,204.27,209.98,679532.61037,143704806.1752408,195172,330890.78825,70009379.6560059
2020-05-21 00:00:00+00:00,209.99,211.64,191.71,198.74,1003923.4342,203445710.9628449,258415,479372.0086,97136468.8079833
2020-05-22 00:00:00+00:00,198.72,209.19,196.24,207.36,787672.36081,159972608.5341661,217659,399523.04157,81120762.5772845
2020-05-23 00:00:00+00:00,207.36,211.2,204.55,206.6,478559.92006,99461068.1046647,150729,237372.30187,49341950.4153375
2020-05-24 00:00:00+00:00,206.6,210.55,199.5,199.9,673535.05784,138917619.2336207,204534,324023.3235,66890503.3775466
2020-05-25 00:00:00+00:00,199.9,205.67,198.01,204.15,469931.62492,95411610.7976347,171792,243595.47559,49464529.6050425
2020-05-26 00:00:00+00:00,204.22,205.0,196.9,200.89,477176.7353,96116808.8580913,167702,233833.77929,47132325.2933632
2020-05-27 00:00:00+00:00,200.92,208.44,200.76,208.29,494816.72727,101445351.0256632,167619,252824.22653,51832733.5984602
2020-05-28 00:00:00+00:00,208.29,220.5,204.67,220.21,643945.97769,136361627.3464155,219160,352366.8836,74663823.7571459
2020-05-29 00:00:00+00:00,220.24,224.79,217.57,220.67,603058.0759,133220045.4954706,217959,301826.51829,66680504.4003672
2020-05-30 00:00:00+00:00,220.63,247.0,218.8,243.66,1019550.75146,238678839.8093044,341862,511425.44765,119730479.7716795
2020-05-31 00:00:00+00:00,243.71,245.39,229.58,231.57,821608.68884,194867426.2941862,320066,381831.06077,90551397.6785891
2020-06-01 00:00:00+00:00,231.56,250.68,230.66,248.23,823816.69936,198791911.8470442,318497,426075.31776,102865011.7457885
2020-06-02 00:00:00+00:00,248.23,253.8,225.0,237.71,955520.91863,230680327.3092915,355417,462682.15945,111744961.5719275
2020-06-03 00:00:00+00:00,237.71,245.0,232.71,244.52,502928.13371,120179301.1789864,213792,259904.04578,62129185.4738513
2020-06-04 00:00:00+00:00,244.54,246.6,236.0,243.21,669369.3392,162460397.6276741,253226,332175.55769,80659519.3491851
2020-06-05 00:00:00+00:00,243.22,247.87,239.14,240.03,502547.41103,122084004.5169755,205337,242309.99059,58916816.2584768
2020-06-06 00:00:00+00:00,240.04,244.7,237.83,241.94,389423.07798,93979350.8126339,161709,198723.53956,47973780.5428371
2020-06-07 00:00:00+00:00,241.94,245.37,234.6,244.56,571102.55515,137165732.6476166,226478,285159.65388,68517428.4227185
2020-06-08 00:00:00+00:00,244.57,247.7,240.59,246.4,383116.54719,93355224.9683087,159981,193451.07601,47159340.9686437
2020-06-09 00:00:00+00:00,246.37,249.82,238.0,243.8,420327.17133,102374504.5738972,185974,202641.07177,49369436.3308697
2020-06-10 00:00:00+00:00,243.79,250.28,242.0,247.78,431285.61715,105797248.2474257,185330,221305.1112,54322143.5003951
2020-06-11 00:00:00+00:00,247.78,250.09,226.2,230.51,816456.89161,195063781.2764491,312655,373492.34304,89279896.4851526
2020-06-12 00:00:00+00:00,230.46,239.38,228.19,237.55,446515.34124,105069425.0901067,181977,224589.29616,52877894.6138267
2020-06-13 00:00:00+00:00,237.55,238.73,234.66,238.11,253797.7809,60087772.6524653,134555,126898.09775,30052109.5882363
2020-06-14 00:00:00+00:00,238.13,238.59,229.83,231.77,304943.21188,71575514.0802726,158093,150190.06138,35264141.2072239
2020-06-15 00:00:00+00:00,231.74,233.55,218.27,230.86,875026.92057,197907504.7787736,308126,410989.99093,92965284.3652964
2020-06-16 00:00:00+00:00,230.86,236.0,228.7,235.3,499194.66758,116456364.2312683,188136,252188.71079,58831595.307833
2020-06-17 00:00:00+00:00,235.31,237.3,227.65,233.82,478187.2917,111415059.0562623,189653,232960.69025,54288236.1584875
2020-06-18 00:00:00+00:00,233.82,234.65,227.93,231.27,334347.79917,77542070.3332709,145815,157912.89857,36639257.0231753
2020-06-19 00:00:00+00:00,231.26,231.95,226.74,229.0,397284.59808,91117706.1551394,160682,196717.52384,45127258.0069349
2020-06-20 00:00:00+00:00,229.0,230.85,225.62,228.89,303704.98826,69343699.9095483,129778,146807.30372,33536648.0259534
2020-06-21 00:00:00+00:00,228.88,231.49,227.11,228.04,256305.23734,58868166.5061044,109238,133367.32601,30640576.9312772
2020-06-22 00:00:00+00:00,228.03,246.89,227.51,243.13,749030.11114,178707156.1893139,256688,381685.54634,91072958.544649
2020-06-23 00:00:00+00:00,243.11,244.87,240.75,243.14,442296.31477,107457002.5246246,172649,224811.21947,54630829.0581569
2020-06-24 00:00:00+00:00,243.15,249.24,231.07,234.58,921634.0534,220763040.4337494,289888,447817.33625,107284767.0410683
2020-06-25 00:00:00+00:00,234.57,235.39,227.56,232.5,613748.59348,142697463.3801044,192323,312667.90698,72711629.9847068
2020-06-26 00:00:00+00:00,232.49,233.61,227.75,229.64,628340.07007,144805505.1915824,192182,313069.39625,72145517.9880195
2020-06-27 00:00:00+00:00,229.66,231.42,216.0,220.94,645950.61438,145264632.2638192,207051,299265.01724,67274910.2901235
2020-06-28 00:00:00+00:00,220.94,227.96,218.32,224.93,444766.56881,99423540.1393194,144728,236280.1476,52806921.8487778
2020-06-29 00:00:00+00:00,224.89,229.96,221.26,227.93,597915.52242,134510531.1976673,183558,305421.8734,68753130.2651503
2020-06-30 00:00:00+00:00,227.98,228.7,222.91,225.6,415036.02977,93802207.2735736,143612,202532.74647,45764408.1282581
2020-07-01 00:00:00+00:00,225.59,232.71,224.16,230.99,517351.58865,118322932.8549573,176455,265707.94626,60770218.9201532
2020-07-02 00:00:00+00:00,230.99,232.01,222.87,226.46,592485.91115,134976975.123197,210294,282313.90134,64320519.4811485
2020-07-03 00:00:00+00:00,226.46,228.13,223.97,224.87,314578.5004,71286978.5035675,139167,153734.9221,34844388.691904
2020-07-04 00:00:00+00:00,224.86,230.71,224.43,229.17,307726.46593,69899468.2799188,134338,156161.48084,35487540.2613624
2020-07-05 00:00:00+00:00,229.24,229.85,223.05,227.56,355747.12006,80528660.6191943,152077,173480.66716,39276422.84701
2020-07-06 00:00:00+00:00,227.54,242.0,226.93,241.6,864817.507,203334727.8501395,268187,443659.99767,104363380.0568742
2020-07-07 00:00:00+00:00,241.6,243.77,234.4,239.39,600424.97209,143122828.3751188,213589,293523.48727,69992123.9362246
2020-07-08 00:00:00+00:00,239.39,248.88,237.78,246.95,958185.83708,233460700.7551814,309582,472779.31973,115197139.731599
2020-07-09 00:00:00+00:00,246.94,247.9,237.88,241.98,647641.58291,157541370.0048182,243580,313999.27569,76404395.943958
2020-07-10 00:00:00+00:00,241.97,242.16,235.72,241.26,455025.12385,108806462.4650965,181124,234086.96963,55969388.9183872
2020-07-11 00:00:00+00:00,241.27,241.67,237.54,239.19,294476.00626,70548557.6778391,140265,144264.75794,34563855.7746244
2020-07-12 00:00:00+00:00,239.19,244.0,236.52,242.79,469315.1172,112487552.4340124,201729,238720.16445,57233192.4244863
2020-07-13 00:00:00+00:00,242.76,245.33,237.33,239.5,604093.04245,146193291.9106761,240032,304677.24908,73761164.9561398
2020-07-14 00:00:00+00:00,239.5,242.09,237.0,240.44,426320.89188,102105027.1319308,172704,212486.68184,50895173.6912761
2020-07-15 00:00:00+00:00,240.45,241.45,236.83,238.61,368350.66518,88059682.4834364,154984,178198.014,42606335.4839435
2020-07-16 00:00:00+00:00,238.59,239.39,230.02,233.57,587161.73894,137208323.2015733,222138,284514.03969,66475192.08183
2020-07-17 00:00:00+00:00,233.58,234.84,231.65,232.67,325600.21444,75931058.422653,149088,159858.08306,37286020.3229511
2020-07-18 00:00:00+00:00,232.66,236.8,232.32,235.67,341356.6182,80046747.8322333,136494,168653.68252,39557475.7054881
2020-07-19 00:00:00+00:00,235.67,239.92,233.28,239.11,348803.52073,82120072.993628,144896,177800.65726,41857576.4497161
2020-07-20 00:00:00+00:00,239.12,239.72,234.05,236.01,396657.91938,94314378.9381991,164435,193222.00995,45941871.9618098
2020-07-21 00:00:00+00:00,236.0,246.66,235.57,245.59,637462.08074,154502240.9411989,240019,335588.62905,81336675.1027111
2020-07-22 00:00:00+00:00,245.53,269.61,241.51,263.74,718417.68296,180692677.2139563,273546,382255.4506,96136746.645784
2020-07-23 00:00:00+00:00,263.75,279.98,259.7,275.3,1068774.57879,287217202.7201216,378573,548027.77647,147366131.5261759
2020-07-24 00:00:00+00:00,275.31,287.34,266.0,279.15,926033.06692,256347245.548149,362608,467152.58946,129363215.3019384
2020-07-25 00:00:00+00:00,279.15,308.94,279.09,305.26,1058927.30554,308799629.3611433,424683,546337.36919,159353784.4987877
2020-07-26 00:00:00+00:00,305.31,318.75,299.0,311.0,1270368.753,392346895.3226708,486058,629296.22696,194398665.5530202
2020-07-27 00:00:00+00:00,311.02,333.31,310.78,321.93,1636122.34727,527292799.2879138,645395,818454.59042,263886380.5802133
2020-07-28 00:00:00+00:00,321.95,326.8,305.86,316.77,1093231.55578,346187853.275929,458451,526272.91372,166776146.1877363
2020-07-29 00:00:00+00:00,316.77,325.0,312.38,317.71,792802.32148,254201662.1334094,347597,403407.16614,129383921.490198
2020-07-30 00:00:00+00:00,317.76,342.0,314.05,334.87,1008827.56698,328286452.5182911,410721,548703.63674,178728061.8505963
2020-07-31 00:00:00+00:00,334.82,349.45,328.4,346.33,948088.44982,323282981.0159196,461788,479449.06541,163562313.7499186
2020-08-01 00:00:00+00:00,346.32,392.67,343.07,387.0,1440843.34203,527543444.8628841,598900,763925.60566,279585883.3970017
2020-08-02 00:00:00+00:00,387.01,415.85,325.0,372.42,2324909.09616,878397036.2975191,960835,1147802.64923,434515635.4895582
2020-08-03 00:00:00+00:00,372.45,398.0,366.5,385.94,1191565.09389,462170587.4785027,534803,594188.68302,230529343.3922533
2020-08-04 00:00:00+00:00,385.91,402.98,380.77,389.61,1180792.42379,461794422.2048685,503335,580630.09812,227199384.2221528
2020-08-05 00:00:00+00:00,389.59,407.0,384.11,400.72,1124119.0672,444335097.149393,459722,569086.53448,225101645.7365252
2020-08-06 00:00:00+00:00,400.72,403.66,390.51,394.77,821379.08397,325718417.7160069,388529,403029.86304,159852195.1467798
2020-08-07 00:00:00+00:00,394.77,398.26,362.85,379.34,1041207.35946,398625567.063912,466548,499790.82669,191569557.5223441
2020-08-08 00:00:00+00:00,379.34,397.05,375.79,397.03,623029.78053,240999198.0242852,300577,325760.87681,126105849.0951824
2020-08-09 00:00:00+00:00,397.05,400.0,383.36,390.14,594900.58133,233057462.9273968,319111,294055.13111,115294493.9973812
2020-08-10 00:00:00+00:00,390.14,399.18,385.13,395.44,826969.90633,326372434.8970591,395123,409673.34569,161732201.7057328
2020-08-11 00:00:00+00:00,395.43,398.21,367.0,379.0,992412.6023,381981614.6216723,459623,465088.67076,179106068.4075495
2020-08-12 00:00:00+00:00,378.99,389.23,365.85,387.18,751848.7983,285872467.6440937,349082,378876.83493,144127095.7305977
2020-08-13 00:00:00+00:00,387.18,431.49,376.59,424.54,1511330.7732,604810975.131857,634978,786249.64387,314657280.9963927
2020-08-14 00:00:00+00:00,424.54,444.71,417.05,438.11,1109670.94324,477180580.0618325,502635,551666.8965,237162820.576871
2020-08-15 00:00:00+00:00,438.12,442.94,427.02,432.32,681698.5971,296652970.4823194,351377,332354.72985,144668622.3455178
2020-08-16 00:00:00+00:00,432.3,436.99,412.47,433.62,716666.25258,305445885.81667,371807,345142.26171,147116639.2633325
2020-08-17 00:00:00+00:00,433.61,446.0,420.37,430.89,868870.64996,375038999.5075165,443560,434882.89599,187814884.6658041
2020-08-18 00:00:00+00:00,430.89,433.81,415.0,421.95,743254.57018,316635286.9929217,374074,356765.97549,152053040.6334838
2020-08-19 00:00:00+00:00,421.92,426.75,393.25,407.46,978339.69221,400208683.3467271,455992,457547.57265,187156985.8253745
2020-08-20 00:00:00+00:00,407.46,418.98,402.07,415.94,663555.73445,273292342.1903448,322537,336116.41655,138426936.6411155
2020-08-21 00:00:00+00:00,415.94,418.68,385.1,387.97,860998.7256,347455883.4533063,414222,395087.31195,159527686.5006896
2020-08-22 00:00:00+00:00,387.93,397.04,379.92,395.24,643235.76543,250069873.3972314,305450,315092.64001,122564498.4242119
2020-08-23 00:00:00+00:00,395.23,396.95,383.15,390.71,445317.81989,173799978.0351114,222729,218347.50764,85211118.0073004
2020-08-24 00:00:00+00:00,390.72,410.42,387.44,407.68,717403.81877,287991794.2205841,307676,374389.16218,150318604.2070669
